SeriesInd,S01Var01,S01Var02,S02Var02,S02Var03,S03Var05,S03Var07,S04Var01,S04Var02,S05Var02,S05Var03,S06Var05,S06Var07
41260,26.219999,18962600,87073500,10.22,52.97714229,52.29285814,13.09,30447700,35457700,70.209999,24.27,23.719999
41261,25.799999,14538600,87207200,9.9,51.73857114,50.86142729,13.08,26183900,34935300,69.669998,23.379999,23.360001
41264,25.559999,9588100,73424500,9.81,52.07285686,50.91999814,13.23,14199400,27202900,69.580002,24.09,22.889999
41265,26.24,13844400,52107600,10.01,51.47142786,53.37142943,13.35,17186500,38059600,70.519997,23.040001,23.940001
41266,26.299999,11949500,53035500,10.13,53.35285571,53.74000171,13.3,24967200,22752900,72.269997,24.01,24.43
41267,26.16,12546000,50166000,10.22,52.15428543,53.38857271,13.21,21811800,30924500,71.269997,25.360001,24.76
41268,25.73,15462500,59398700,10.06,53.02428443,54.797142,12.89,35882600,26974400,70.209999,24.4,24.59
41271,26.17,9048600,48857900,10.61,55.45428471,55.70999914,13.68,30990800,18967100,72.980003,24.91,25.42
41272,26.33,7300000,50345100,10.64,55.46428686,55.71285629,13.98,29162300,22437000,72.970001,25.24,25.4
41273,26.610001,9876300,69283600,10.98,55.79571529,54.97571557,13.94,25390700,29189000,73.339996,25.700001,26.1
41274,26.33,15109700,64031000,10.81,55.11714171,54.43285757,13.78,17962700,23393500,73.449997,26.110001,25.23
41275,25.35,8404900,62021000,10.26,53.53428643,53.43571471,13.13,20508600,21071800,71.5,24.459999,24.200001
41279,24.959999,11354200,65558100,10,52.48143,54.24857329,12.95,54455300,25416300,69.910004,23.41,23.92
41280,25.99,12871000,45052800,10.32,55.08000186,54.84714129,14,77324200,23108400,71.75,24.450001,24.959999
41281,26.41,13739700,45105500,10.27,54.62857057,54.87714386,14.49,93972000,22434800,72.540001,24.67,24.4
41282,26.49,23446100,69911300,9.98,54.84714129,53.92571257,14.57,60031900,27969100,70.589996,24.059999,23.52
41285,26.5,16605700,58352000,9.85,53.28571314,54.27714157,14.28,32692700,26205800,69.870003,23.09,24.1
41286,26.73,12052700,44205300,10,54.59142686,54.945713,14.34,19928800,22825400,70.809998,24.34,24.360001
41287,27.620001,18588600,70810200,10.04,55.28857043,55.61428457,14.94,37385000,26042800,71.160004,24.48,24.690001
41288,27.83,14892000,53843200,10.32,55.91857143,56.13714214,15.4,58585100,21858300,72.68,25.030001,25.190001
41289,28.16,12759400,46858900,10.36,56.50571443,57.21428686,15.34,56827900,34652600,73.57,25.360001,24.950001
41292,27.809999,11942000,41663900,10.3,56.71428686,58.804287,14.79,27290100,19822500,72.5,24.34,24.33
41293,28.24,11149200,37706900,10.41,59.32143014,59.06428529,14.66,21767200,20420000,73.440002,24.43,24.67
41294,27.91,12155600,62227400,9.97,59.94857029,58.87714386,14.6,32012800,23806200,71.830002,24.799999,23.709999
41295,26.52,14769700,115851100,9.43,57.29000086,57.40285871,14.25,60456300,43223000,68.169998,23.110001,23.17
41296,27.25,17627300,70702600,9.32,57.18285757,57.75714114,14.83,49333200,26583200,67.93,22.940001,23.690001
41299,27.440001,15797300,54424800,9.7,57.12285614,57.59571457,14.8,24466200,30342400,69.5,23.959999,24.790001
41300,28.34,13922300,65062200,10.09,58.38999943,57.03714371,15,25084400,26689900,72.419998,25.389999,24.959999
41301,28.15,13501300,43567700,9.9,57.16999814,56.71571357,14.62,21284700,26026500,71.860001,24.959999,24.450001
41302,27.969999,10490600,52634800,9.75,57.417141,55.79571529,14.39,45776600,27713900,72.669998,25.08,24.99
41303,27.32,11801600,56697200,9.65,55.30285643,54.47428514,13.44,30232800,30917000,72.629997,24.58,24.120001
41306,27.290001,20014800,72828100,9.36,54.33856957,53.514286,14.04,43196300,31004200,71.150002,24.049999,23.18
41307,27.290001,19500000,103900000,9.05,53.50999829,53.21428686,14.48,44487200,36500000,69.209999,22.91,24.209999
41308,28.24,14356900,96318100,9.83,52.55142971,54.03571314,16.15,97330200,28239800,72.209999,24.120001,24.5
41309,28.370001,17399400,86277500,10.56,53.332859,53.90999986,15.8,49961100,24869800,72.629997,24.42,25.370001
41310,29.200001,17818200,87812400,10.63,53.68285757,52.82857129,15.75,27954000,23573900,73.029999,25.51,24.540001
41313,30.15,15206000,57668200,10.9,54.155716,55.54428486,16.040001,33085000,20465800,74.650002,25.290001,26.129999
41314,29.9,9499200,61332000,11.02,56.08142857,57.18428414,15.95,18050300,17862100,75.709999,25.92,26.049999
41315,30.23,11651200,82907500,11.38,58.19142914,57.45571514,15.95,20585400,22239000,76.309998,26.360001,26.950001
41316,30.629999,14573200,60021300,11.04,57.85428614,58.34714129,16.370001,32487300,19540300,75.839996,26.58,26.120001
41317,30.98,16026000,54535700,11.34,59.547142,60.28571314,16.15,23520100,17870600,77.07,26.59,26.67
41320,30.889999,12213500,53715600,11.32,60.24857329,59.99857329,16.040001,21204000,18836200,77.120003,25.24,24.42
41321,31,12008100,66804200,11.27,60.25142671,60.31999971,15.74,31377900,23878500,77.019997,24.85,25.860001
41322,30.860001,11689900,69510100,11.46,57.33571243,56.945713,16.790001,54264500,20910900,77.919998,25.790001,25.18
41323,30.35,13876900,62145700,11.47,57.14285657,56.47285843,16.49,40816900,22227600,77.830002,25.24,25.76
41324,31.25,14435800,86636000,11.84,56.87142943,56.12428671,16.389999,29739400,27855300,79.18,26.09,26.309999
41327,31.709999,15743800,68986900,12.3,56.59714129,57.967144,16.75,29864000,19861100,79.550003,26.02,26.52
41328,31.66,21694200,77049100,12.14,57.86142729,56.82428743,16.700001,24059700,23433400,79.050003,26.200001,25.549999
41329,31.309999,14127800,159678600,11.54,57.39428714,57.22857286,16.440001,23630100,27170500,79.279999,26.040001,25.76
41330,32,12756600,132526600,11.71,58.22285843,57.81285857,16.700001,19772200,35489500,80.690002,26.959999,27.07
41331,31.879999,9854200,60363200,11.86,57.57143014,57.84999843,16.700001,20286900,21753400,80.440002,26.82,27.08
41334,31.280001,8254300,41740400,11.68,57.48857114,57.82571414,16.07,39763700,30616900,78,26.370001,25.91
41335,30.26,12316000,108235700,11.03,56.77285771,56.64428714,15.08,41834700,35835000,75.449997,24.780001,24.77
41336,30.370001,7825700,52759200,11.04,57.155716,56.77285771,15.3,20758800,21761300,76.5,25.120001,25.33
41337,31.18,12362900,57802200,11.02,57.00999829,57.58142857,15.5,16809500,24480600,77.440002,25.620001,25.809999
41338,31.950001,18602100,43133100,11.12,57.43285757,57.17714314,15.54,41853000,18192800,77.379997,25.5,25.4
41341,31.76,7031900,39924300,11.06,57.130001,57.10428614,15.7,22390700,17998100,78.120003,25.4,25.42
41342,31.93,11850200,60893400,11.18,57.45857243,58.032856,16.18,25079700,19023800,78.629997,25.540001,26.530001
41343,31,10254000,72026000,10.98,56.70999914,56.46857071,16.5,45328300,24130100,77.029999,25.92,24.99
41344,30.91,8994100,50555200,10.9,56.71857071,55.03142929,16.219999,15366400,18668800,77.639999,25.219999,25.08
41345,31.68,7419400,32872400,11.05,55.22999957,54.945713,16.309999,14541600,15134500,79.339996,25.440001,25.65
41348,31.719999,9040400,30530100,10.98,54.78857043,54.18000029,16.309999,14277600,13589900,78.389999,25.530001,25.1
41349,31.51,10368600,43972900,10.82,54.40000157,55.547142,16.049999,17650700,19475000,78.5,24.99,25.290001
41350,32.09,22256700,49001300,10.5,55.60714343,54.967144,16.1,14367600,20376800,78.059998,25.049999,24.940001
41351,31.49,13049200,69670700,10.07,54.85428614,53.91571429,15.77,17443700,25964300,77.099998,24.93,24.67
41352,30.57,12282400,44422000,10.07,54.13142771,53.56285857,15.69,17160300,23104500,77.110001,24.75,24.690001
41355,29.85,10792100,60890100,9.8,52.91428757,52.71571357,15.19,23676900,20204200,76.059998,24.18,24.18
41356,29.24,16233300,43750700,9.9,53.00285714,53.78714371,15.08,14836000,18925100,75.879997,24.129999,23.93
41357,28.459999,10462000,44958400,9.83,53.50142671,52.42714314,15.24,20125200,23331800,74.529999,23.610001,23.209999
41359,28.209999,3502700,20118500,9.75,52.63142771,51.938572,15.25,10781800,10254500,73.900002,23.309999,23.51
41362,29.1,9861100,57953300,9.9,53.19285586,53.73143,15.47,19029000,20148600,75.330002,24.58,24.15
41363,29.25,7822100,40443800,9.92,53.69142914,53.31428529,15.94,29294000,19768400,76.139999,24.200001,24.08
41364,30.139999,13023400,66922300,10.17,54.47000129,54.59999843,16.040001,34718200,33953000,78.370003,25.02,25.860001
41365,30.389999,10578900,61397000,10.41,54.648571,55.41857143,16.459999,47059800,17261100,79.370003,25.620001,25.639999
41366,30.530001,7346600,67252600,10.75,55.68999857,55.67142871,16.41,22714500,19461300,79.650002,25.790001,26.07
41369,30.67,8738100,65924700,11.02,56.21285629,56.14428714,16.139999,19896500,18295000,79.800003,26.42,26.74
41370,30.540001,8930700,39786100,11,56.07285686,55.84999843,16.049999,17333200,20122700,80.290001,26.540001,26.65
41371,30.940001,12100000,45168800,10.88,55.70428471,55.58428571,15.86,19750500,19643400,80.349998,26.450001,27.049999
41372,31.030001,11444800,82552300,9.84,55.92142871,55.80857086,15.76,18126100,18443600,79.550003,26.690001,26.190001
41373,30.02,25529300,48326600,10.87,56.12142943,56.23143,15.96,13446300,21842300,80.339996,26.33,26.91
41376,29.629999,13771600,40777500,10.68,55.95428471,55.97714229,15.72,14689400,17846500,79.209999,26.629999,26.290001
41377,29.5,10965400,67905600,10.36,56.14285657,55.54428486,15.74,15584400,21873600,80.139999,26.549999,25.790001
41378,28.73,9297600,53224300,10.1,55.24285886,54.31285857,15.28,27251100,23934400,78.660004,25.389999,25.860001
41379,28.58,10480000,46636200,10.19,54.76142886,54.134285,15.29,14829800,17954200,79.779999,26.139999,25.610001
41380,29.1,12977200,45962300,10.16,54.337143,54.431427,15.26,32617200,33465700,79.879997,25.809999,25.98
41383,28.780001,7476100,45068200,9.99,54.63857271,54.601429,15,21447300,16048400,79.379997,26.139999,25.309999
41384,29.49,14606400,45235100,10.18,55.39428714,56.56428529,15.19,15885700,21163300,80.610001,25.85,26.5
41385,29.43,12816000,56203100,10.33,56.66999814,56.63571543,16.24,47127600,19160300,82,26.559999,26.889999
41386,29.6,8592600,43983100,10.66,56.71428686,56.93571471,16.4,33812800,19841300,83.300003,26.91,27.25
41387,29.790001,3896300,26953000,10.79,57.09857171,57.61857229,16.26,17865900,10243800,84.209999,27.41,27.790001
41391,29.799999,3630400,25444800,10.76,57.58571243,58.07571414,16.17,9739500,10147100,84.949997,27.709999,27.610001
41392,29.629999,3759300,33445100,10.43,58.12714386,57.52000043,16.049999,14679900,12767500,84.010002,27.59,27.110001
41393,29.360001,3496800,34317000,10.5,57.62857057,57.87428671,16.23,15280900,10865900,84.089996,27.25,27.76
41394,29.440001,3809800,26815800,10.6,57.64428714,57.85714343,16.209999,10832800,9768900,84.57,27.639999,27.559999
41398,29.940001,7226200,45709900,10.99,58.485714,58.74714286,16.389999,19708600,20906800,85.900002,27.940001,28.43
41399,29.75,5837400,79725200,11.07,58.57143014,59.06285857,16.16,35655300,16130900,85.099998,28.34,28.559999
41400,29.9,6568700,67877500,11.24,59.27857214,59.71857071,15.69,19422800,17452800,84.919998,28.5,29.02
41401,29.780001,6052800,59840700,11.52,59.967144,60.34285743,15.66,13308400,15942100,85.110001,28.84,28.940001
41404,30.27,8040700,53981500,11.7,60.78571314,60.24714286,15.61,13191900,11664200,84.970001,29.15,29.299999
41405,30.690001,10151400,121750600,11.63,60.844284,60.46285629,15.71,14048800,13080800,85.379997,29.74,29.41
41406,30.780001,6446000,63806000,11.65,60.38285829,60.36428457,15.62,10800800,14831400,84.470001,29.25,29.620001
41407,31.440001,8783200,48687700,11.89,60.32571414,60.19857029,15.73,12664600,17357200,83.940002,29.77,29.610001
41408,31.360001,8155900,46366700,11.84,59.95714186,59.97285843,15.67,11704700,15551600,83.82,28.9,29.610001
41412,31.379999,5753900,44398400,11.96,60.59999843,60.67142871,15.66,15334200,15627900,85.400002,29.969999,29.83
41413,33.830002,27363300,47102700,12,60.99428557,61.30142971,16,35695800,16754200,84.959999,29.610001,30.24
41414,34.099998,14179800,70894200,12.43,61.45000071,61.10714343,16.15,22645000,16383500,85.769997,30.360001,30.15
41415,33.740002,11312300,43705700,12.45,61.06999971,60.04285814,16.110001,22003800,19220300,86.720001,30.129999,30.540001
41418,33.799999,14837600,49379700,12.55,60.38142771,61.05857086,15.93,17864500,15348400,87.029999,30.540001,30.92
41419,33.48,20920600,45768400,12.46,60.72857286,60.05857086,15.81,17152200,12363800,86.660004,30.450001,30.540001
41420,32.900002,17599800,54021600,12.7,64.91999814,63.80857086,15.71,23349500,18202300,85.809998,30.32,30.200001
41421,33.23,12689000,75470700,12.66,64.05142971,63.51857,15.69,15408400,15658200,86.510002,30.42,29.049999
41422,32.830002,8431400,142155300,11.79,63.47714229,63.89714429,15.8,10859000,15976700,85.769997,28.879999,29.6
41425,32.290001,9225100,57752600,12,63.67285543,64.71571357,15.65,11076900,17867000,84.589996,29.25,29.25
41426,32.470001,12000000,46412100,12.2,65.08428186,65.21142571,15.62,10725500,27225800,83.459999,29.5,29.209999
41427,33.189999,11813400,71669000,12.29,65.48714443,65.16999814,15.8,13221000,22266100,83.379997,29.629999,29.889999
41428,33.200001,9876300,48347600,12.2,65.12857057,65.01714329,15.82,9948800,18020500,83.190002,29.98,29.9
41429,34.09,14258500,78851200,12.39,65.32857514,65.66857143,15.98,13652100,16145400,84.050003,30.440001,30.629999
41432,33.779999,8693800,46363300,12.71,65.48285671,66.28142543,15.95,11291100,15000900,84.489998,30.41,30.200001
41433,33.619999,9965500,39413500,12.83,66.46428686,66.97571557,15.89,13504500,15818400,84.940002,30.02,30.26
41434,34.060001,8367800,35352500,12.8,67.21428686,68.09714514,15.97,13439400,14762600,84.730003,30.299999,30.629999
41435,33.990002,6474900,52290500,12.67,68.68000029,70.452858,16.1,22553000,17073400,84.669998,30.780001,30.58
41436,33.509998,5420100,52505500,12.37,70.137146,70.48857114,16.309999,27790100,15328900,83.349998,30.18,30.26
41439,33.77,7301600,34474400,12.51,71.36142729,71.800003,16.24,10067300,11473700,83.889999,30.6,30.620001
41440,33.240002,7100000,39627900,12.34,72.094284,72.77999871,16.1,88638700,12961900,83.849998,30.33,30.42
41441,33.540001,8579500,38174800,12.33,73.46571357,71.09571071,15.3,25318400,13911600,83.910004,30.620001,30.17
41442,34.209999,8888700,49164400,12.38,70.21428686,71.74428557,15.38,15377400,14769600,84.080002,30.26,30.370001
41443,34.150002,7659300,30778000,12.71,71.87285614,71.73143,15.44,22889500,16597200,84.919998,30.559999,31.09
41447,33.630001,6831500,38409800,12.46,72.41143043,73.550003,15.07,29696600,15481300,86.040001,31.139999,30.959999
41448,33.41,6498700,43326000,12.22,73.297142,73.29142757,14.75,27187200,11983200,86.650002,30.799999,30.59
41449,33.5,5775600,36747600,12.16,73.58285529,73.76999671,14.81,15689700,12404600,86.470001,30.65,30.65
41450,33.599998,3609200,31399300,12.19,74.23857114,74.62999729,14.97,12105400,10767100,87.010002,30.440001,30.18
41453,33.400002,5986000,38703400,11.99,74.47285457,75.10857386,14.91,13431000,13323500,86.779999,30.049999,31.030001
41454,33.84,6378700,30789000,12.2,75.42285914,76.48714443,14.99,15395600,14317600,86.550003,31.01,31.370001
41455,33.73,7069700,62093700,12.25,77.365715,77.49143214,14.93,19611100,18293200,86.209999,31.42,31.290001
41456,33.560001,6630800,68262000,12.45,78.30999757,77.78142543,14.96,12283300,12638500,86.410004,31.559999,31.540001
41457,33.349998,4721800,49063500,12.68,77.74857329,77.88285829,14.92,9164900,11343400,85.849998,31.639999,31.280001
41460,32.779999,7860800,28433700,12.41,77.91714471,76.16571814,14.95,11749700,12803100,85.910004,31.15,30.969999
41461,32.18,8830100,57374500,12,74.80857086,75.75142671,14.69,12696600,16507900,85.419998,30.51,30.110001
41462,32.759998,7537300,28440900,12.15,76.68571471,75.81285857,14.71,10622500,14767700,85.190002,30.27,30.41
41463,32.98,7189900,37099100,12.32,76.384285,77.42713929,14.77,11271400,19032000,84.629997,30.860001,31.4
41464,32.490002,12369800,36159300,12.48,77.74428557,77.88143157,14.7,9769900,17042500,84.050003,31.49,31.66
41467,32.439999,7050900,30275700,12.37,78.42571257,78.85713957,14.76,11309200,19014000,84.129997,31.6,31.51
41468,32.299999,10321000,42783600,12.4,79.64857486,81.15714257,14.62,17134400,16853300,85.610001,31.84,33.330002
41469,32.639999,8657900,47578500,12.63,82.57857514,84.22571557,14.64,14765500,16187300,85.739998,33.369999,33.369999
41470,32.82,8428200,55286600,12.83,85.65856929,83.65142829,14.98,19809800,14523600,85.25,33.5,34.07
41471,33.299999,11965600,77119600,12.51,83.53142543,83.65285486,15.18,28337600,30991300,85.919998,34.130001,33.889999
41474,33.93,10684400,52445700,12.48,85.48143,85.87142943,15.22,16649600,10770400,86.029999,33.740002,34.25
41475,33.709999,7977800,40214400,12.39,85.64428714,86.565712,15.61,22095600,13613800,86.32,34.060001,34.32
41476,33.759998,8250000,27521400,12.55,86.10571286,86.07142643,15.61,25024100,14212400,85.769997,34.5,34.02
41477,33.509998,5536800,50117100,12.24,85.39714057,85.62000271,15.56,14618600,13884400,85.099998,33.470001,33.360001
41478,33.560001,6339900,44755000,12.18,85.78428643,85.15000157,15.59,8493700,12557700,85.019997,33.389999,33.529999
41481,34,5712600,26692200,12.39,85.684288,86.71142571,15.56,11500800,17336800,86.07,33.91,34.389999
41482,34.240002,5476200,35070700,12.3,86.59714514,87.78285986,15.55,11891000,12509200,86.540001,34.400002,34
41483,33.830002,6509900,41051700,12.18,88.33999629,88.23143,15.48,18831800,16155300,85.139999,33.900002,34.470001
41484,33.349998,7208600,51039700,12.24,87.54000086,87.12285614,15.34,9933800,13199700,84.910004,34.360001,33.939999
41485,33.900002,7785300,36381000,12.4,86.96714014,85.65000157,15.42,15514100,12968300,86.089996,34.18,34.139999
41488,33.41,7410300,43966900,12.44,85.97571557,88.37571714,15.51,14423800,13853300,86.309998,33.830002,34.509998
41489,33.200001,7874900,97034200,12.46,89.61428829,89.90285486,15.43,18215000,17714900,85,34.349998,34.48
41490,32.32,10254000,51505000,12.32,89.19285586,89.18714143,15.34,20954600,17112800,84.489998,34.09,33.880001
41491,32.650002,6112500,37939500,12.38,89.568573,90.525711,15.26,11717000,11954700,84.349998,33.779999,33.73
41495,32.290001,5092200,42515300,12.11,89.44714357,90.88999943,15.25,11335400,11027000,83.68,33.060001,33.419998
41496,32.380001,11486600,77370300,11.65,91.41857143,89.77714543,15.18,15284200,19993700,81.879997,33.380001,32.919998
41497,32.18,5891500,34724400,11.88,90.88571171,89.45714571,15.08,11200900,15856200,82.150002,33.509998,33.619999
41498,32.560001,5873200,26988800,11.86,89.28571314,88.96714014,15.1,9487500,15266200,82.360001,33.689999,34.02
41499,32.799999,8947700,39675000,11.84,89.15856929,86.46142571,15.18,15335800,13856500,82.860001,33.73,32.84
41502,32.66,6878500,31903500,11.83,87.15142829,82.87571714,15.04,13639200,17526100,83.129997,33.18,33.150002
41503,32.830002,6303500,35981200,11.88,82.70571143,87.09999843,15.18,20559000,14208000,84.57,33.32,33.68
41504,32.889999,5670800,32314000,11.72,87.67428586,86.905716,15.57,36559000,12997500,85.019997,33.459999,33.57
41505,33.130001,8923800,48169200,11.58,85.74571229,83.91999814,15.57,18431200,15973800,84.980003,33.700001,33.119999
41506,33.049999,48477500,52631000,11.39,84.48285671,81.85428614,15.7,24558400,17216600,85.029999,33.23,33
41509,32.259998,13134900,31269200,11.15,81.51571657,81.67142486,15.47,21683700,15197200,84.389999,32.650002,32.689999
41510,32.75,18923700,38615200,11.36,80.37285614,80.04000086,15.52,12140200,11632500,85.639999,32.799999,33.07
41511,31.98,10774100,45185400,11.43,87.94857029,87.14286043,15.51,13236900,18476800,85.720001,33.299999,33.349998
41512,32,9420400,40889300,11.67,87.75285343,86.81428529,15.55,12542800,17262400,85.150002,33.299999,33.84
41513,32.220001,10444000,83070300,11.52,86.43856814,86.14286043,15.62,9711600,11372900,85.959999,33.91,33.77
41516,32.09,8635400,46156300,11.15,85.40000157,83.42571257,15.57,10894600,11735400,85.870003,33.75,33.419998
41517,32.040001,8224900,43959200,11.11,83.55714414,83.16143043,15.73,9799300,13816900,86.129997,33.549999,34.09
41518,32.150002,9121700,48572900,11,82.89142614,83.71142571,15.77,10841000,11108700,85.830002,33.700001,33.57
41519,32.200001,11499800,40238400,10.85,84.35713957,83.11714171,15.65,10932700,9998600,85.309998,33.790001,33.389999
41520,31.1,11574300,53268400,10.63,82.44000243,80.75,15.29,13771300,15055500,84.400002,33.240002,33.029999
41523,30.93,8321900,33235200,10.52,80.21428686,81.35428614,15.49,13466000,12018100,84.099998,32.790001,33.5
41524,30.709999,10458600,46174500,10.4,81.36856843,81.16857143,15.44,18603600,19602400,82.919998,33.130001,33.150002
41525,30.73,12219000,54501200,10.41,80.52857214,81.31143186,15.45,19008500,17424000,82.879997,32.810001,32.630001
41526,30.870001,9853800,42526100,10.66,82.08285529,81.50285343,15.54,11175700,13234600,82.550003,33.209999,33.189999
41527,31.290001,7204600,36561300,10.56,80.71428686,80.95857243,15.44,21134300,12061700,82.540001,32.669998,33.310001
41530,30.799999,5845100,50225200,10.3,80.36714171,79.74571229,15.77,30818600,12675900,81.959999,32.880001,32.41
41531,30.85,5245900,41886500,10.1,80.20714571,79.02428443,15.55,13742500,15757400,81.529999,32.279999,32.240002
41532,30.559999,6847600,44321300,10.15,79.15000157,78.01142886,15.57,17247400,15034500,81.790001,32.439999,31.969999
41533,30.08,8167400,49648900,10.01,77.90142829,75.73143,15.37,17345100,17698200,81.68,31.959999,31.440001
41534,29.540001,9441700,50572000,9.96,76.27999871,75.76857,15.87,32679400,21747200,81.029999,31.469999,30.940001
41537,29.51,7392200,38134900,10,76.35713957,80.18285371,16,51145800,13730400,81.07,30.93,31.4
41538,29.51,5783200,44295700,10.15,81.36428829,79.56714629,15.61,33542000,13790000,81.519997,31.549999,31.67
41539,29.190001,8100000,75647800,10.22,79.64286043,81.50856786,15.43,18115300,17582200,79.959999,31.5,31.74
41540,29.27,8393000,45334100,10.38,82.26714329,80.76000214,15.51,13875600,14113600,81.709999,31.85,31.809999
41541,29.139999,4862100,30430800,10.51,80.655716,80.32714086,15.48,13629000,12756500,81.68,31.82,31.860001
41545,29.389999,6523900,43760600,10.68,81.55714414,81.75285343,15.55,18464900,15931100,81.32,32.099998,32.25
41546,29.129999,5076300,44592100,10.52,81.31428529,82.73857114,15.34,14924600,19593100,79.589996,31.9,31.700001
41547,28.870001,9772300,54297000,10.4,82.96286014,82.53285986,15.37,17160000,38954600,78.410004,31.77,32.049999
41548,28.139999,19508700,68237000,10.06,81.30857086,80.14142614,15.12,16196700,22870900,77.470001,31.4,30.16
41551,27.290001,8815100,57305600,9.91,80.21428686,80.612854,15.03,15478000,17711200,77.199997,30.4,30.049999
41552,27.639999,10820200,38326200,9.97,80.181427,80.40428929,15.14,9725400,17715600,77.129997,29.950001,30.52
41553,28.629999,13390200,50458000,10.27,81.11000057,81.637146,15.41,18295500,23880900,78.080002,30.77,30.969999
41554,29.01,11843700,33846100,10.52,82.47000129,81.67428586,15.5,12635700,18409400,80.349998,31.450001,31.18
41555,28.549999,6729200,30811600,10.38,81.65714257,82.90285486,15.68,16420600,18150000,79.459999,31.200001,31.43
41558,28.799999,7862600,35811400,10.45,83.95999914,81.59571071,15.73,17145100,18031800,80.169998,31.65,30.99
41559,28.41,9531000,35130800,10.31,82.065712,82.30857086,15.52,17012500,14162100,80.620003,31.120001,31.299999
41560,28.17,10268700,41384200,10.22,82.07428743,81.73714443,15.49,16454100,15098100,80.279999,31.26,31.58
41561,28.02,7856900,37531800,10.21,81.60571286,81.64714057,15.46,11612700,16942300,80.730003,31.65,32.029999
41562,28,13562600,39442000,10.26,81.57142643,82.01857,15.44,11716500,27342800,82.220001,32.150002,32.450001
41565,28.219999,6562400,27361000,10.26,81.565712,83.68285371,15.54,9654000,13885100,82.349998,32.330002,32.459999
41566,28.360001,7403100,37155900,10.35,83.34285743,83.91571814,15.69,10635800,21053300,83.309998,32.709999,32.959999
41567,28.549999,7764200,40810100,10.52,84.02999871,83.67713929,15.75,11260700,23274300,84.059998,33.02,32.810001
41568,28.610001,8264100,40062800,10.25,83.634285,82.52428443,15.8,13102700,33751900,82.050003,32.91,32.34
41569,28.129999,7851600,56427300,10.18,82.72000129,83.15714257,15.7,11042700,84747800,82.110001,32.669998,32.810001
41572,27.780001,7081800,44297600,9.95,82.47142786,81.53857429,15.55,13383100,28761600,79.779999,32.459999,32.220001
41573,27.120001,7518600,31871900,9.96,81.61856843,81.71857457,15.47,13640400,22853700,81.209999,32.299999,32.330002
41574,27.33,5618900,33278900,9.97,82.14286043,82.07142643,15.63,11261800,15301400,82.709999,32.59,32.73
41575,27,5903200,38648400,9.93,81.66714471,81.29285429,15.48,12479200,19140300,82.019997,32.41,32.48
41576,28.700001,14743000,138138600,9.46,82.57142643,83.42857357,15.83,13501800,24906300,84.459999,33.16,33.439999
41579,28.790001,6992600,63388600,9.3,83.53285986,84.64571386,15.94,7226600,14447800,84.540001,33.669998,33.549999
41580,28.559999,3545100,49629300,9.49,84.98285671,85.62999729,15.99,8148400,9787700,85.620003,33.529999,33.48
41582,28.52,4695400,31783900,9.53,85.79428857,87.134285,15.99,11440800,10797100,85.150002,33.259998,33.130001
41583,28.32,7054200,30355400,9.4,86.72714229,86.55428314,15.91,12151600,13259400,84.199997,32.75,33.049999
41586,27.719999,6768900,37441600,9.31,86.47142786,87.69857029,15.84,10375900,22361600,83.019997,33.040001,33.259998
41587,27.790001,9540200,33516600,9.28,88.28142543,86.887146,15.98,15933900,14106100,82.830002,33.490002,32.970001
41588,27.75,7951600,32028700,9.26,86.58856957,86.34714514,15.94,16482300,18337600,83.239998,32.849998,33.27
41589,27.08,9661300,55111000,9.12,85.74857329,85.55714414,15.81,18390200,15566400,83.32,33.02,32.849998
41590,27.120001,7268000,30248300,9.14,86.13571171,86.42428586,15.84,11811600,13642000,84.260002,32.709999,33.91
41593,26.719999,8016200,28838200,9.15,86.44571686,86.70143129,15.8,14982900,11269200,84.660004,33.919998,34.02
41594,26.68,8203800,29510000,9.12,87.25571443,86.70571143,15.89,30596300,14059400,84.099998,34.189999,34.119999
41595,27.690001,8045900,31010000,9.34,86.655716,86.60857386,15.75,19270600,14203500,85.07,33.919998,33.959999
41596,28.15,8153800,33615000,9.33,87.32571414,87.76000214,15.86,15985300,14902300,85.620003,34.040001,34.150002
41597,28.02,9478300,27968300,9.18,87.57571414,86.32857514,15.94,16919700,16838300,85.269997,33.959999,33.810001
41600,27,9563900,33773800,9.05,84.91428371,86.26142886,15.81,14825800,13597800,84.330002,33.220001,33.439999
41601,27.08,11880600,53519200,8.95,86.76857,85.84571071,15.76,19733400,13948300,83.5,33.5,33.23
41602,27.129999,7618400,44338200,8.91,82.065712,82.13857271,15.64,15092000,16566000,84.660004,33.360001,33.16
41603,27.74,8031300,51798900,8.83,82.82286071,82.12571714,15.88,11033200,19149300,85.260002,33.669998,33.779999
41604,27.49,11710000,67986800,8.88,82.14428714,83.594284,16.17,14220800,24079300,85.5,33.869999,34.150002
41607,27.6,8000900,40958300,9.01,84.41714471,85.00428771,16.15,10187600,11183500,87.080002,34.150002,33.959999
41608,27.450001,10633900,41360900,9.12,86.17571257,87.25142671,16.059999,13753800,12212200,86.790001,33.82,33.810001
41609,27.799999,9361300,65973000,8.99,87.98714443,86.68714143,16.07,14008000,14312300,86.18,33.919998,33.900002
41610,27.84,9437500,45326500,8.82,86.12000271,86.82714086,16,12900500,14530100,85.5,33.630001,33.34
41611,28.379999,8619800,38631400,8.96,87.66143043,87.95714571,16.030001,9140800,13982500,86.800003,33.759998,34.34
